#Release 11.4 - par L.68 (lin64)
#Copyright (c) 1995-2009 Xilinx, Inc.  All rights reserved.

#Tue Dec 13 16:35:39 2011

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       system_map.ncd
#OUTPUT FILE:      system_pad.csv
#PART TYPE:        xc6vsx475t
#SPEED GRADE:      -1
#PACKAGE:          ff1759
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
F7,,IPAD,MGTRXP2_117,UNUSED,,,,,,,,,,,
F8,,IPAD,MGTRXN2_117,UNUSED,,,,,,,,,,,
F9,,,GND,,,,,,,,,,,,
F10,,,GND,,,,,,,,,,,,
F11,,,GND,,,,,,,,,,,,
F12,,IOBM,IO_L0P_35,UNUSED,,35,,,,,,,,,
F13,,,GND,,,,,,,,,,,,
F14,,IOBS,IO_L19N_GC_35,UNUSED,,35,,,,,,,,,
F15,,IOBS,IO_L11N_SRCC_35,UNUSED,,35,,,,,,,,,
F16,,IOBS,IO_L2N_36,UNUSED,,36,,,,,,,,,
F17,,IOBM,IO_L11P_SRCC_36,UNUSED,,36,,,,,,,,,
F18,,,VCCO_36,,,36,,,,,any******,,,,
F19,,IOBS,IO_L3N_36,UNUSED,,36,,,,,,,,,
F20,,IOBS,IO_L12N_VRP_37,UNUSED,,37,,,,,,,,,
F21,,IOBM,IO_L4P_37,UNUSED,,37,,,,,,,,,
F22,,IOBS,IO_L2N_37,UNUSED,,37,,,,,,,,,
F23,,,GND,,,,,,,,,,,,
F24,,IOBS,IO_L2N_38,UNUSED,,38,,,,,,,,,
F25,,IOBM,IO_L2P_38,UNUSED,,38,,,,,,,,,
F26,,IOBS,IO_L5N_38,UNUSED,,38,,,,,,,,,
F27,,IOBM,IO_L11P_SRCC_28,UNUSED,,28,,,,,,,,,
F28,,,VCCO_28,,,28,,,,,any******,,,,
F29,,IOBS,IO_L4N_VREF_28,UNUSED,,28,,,,,,,,,
F30,,IOBS,IO_L3N_28,UNUSED,,28,,,,,,,,,
F31,,IOBS,IO_L2N_27,UNUSED,,27,,,,,,,,,
F32,,IOBM,IO_L2P_27,UNUSED,,27,,,,,,,,,
F33,,,GND,,,,,,,,,,,,
F34,,IOBS,IO_L17N_27,UNUSED,,27,,,,,,,,,
F35,adc0data3_p_i<7>,IOB,IO_L10P_MRCC_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
F36,adc0data3_n_i<7>,IOB,IO_L10N_MRCC_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
F37,adc0data1_p_i<6>,IOB,IO_L4P_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
F38,,,VCCO_26,,,26,,,,,2.50,,,,
F39,adc0data1_p_i<5>,IOB,IO_L12P_VRN_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
F40,adc0data3_p_i<6>,IOB,IO_L16P_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
F41,adc0data3_n_i<6>,IOB,IO_L16N_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
F42,adc0data2_n_i<6>,IOB,IO_L19N_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
G1,,OPAD,MGTTXP2_117,UNUSED,,,,,,,,,,,
G2,,OPAD,MGTTXN2_117,UNUSED,,,,,,,,,,,
G3,,,GND,,,,,,,,,,,,
G4,,,MGTAVTT_N,,,,,,,,,,,,
G5,,IPAD,MGTRXP1_117,UNUSED,,,,,,,,,,,
G6,,IPAD,MGTRXN1_117,UNUSED,,,,,,,,,,,
G7,,,GND,,,,,,,,,,,,
G8,,,MGTAVCC_N,,,,,,,,,,,,
G9,,IPAD,MGTREFCLK0N_117,UNUSED,,,,,,,,,,,
G10,,IPAD,MGTREFCLK0P_117,UNUSED,,,,,,,,,,,
G11,,,GND,,,,,,,,,,,,
G12,,IOBS,IO_L6N_SM3N_35,UNUSED,,35,,,,,,,,,
G13,,IOBS,IO_L4N_VREF_35,UNUSED,,35,,,,,,,,,
G14,,IOBS,IO_L2N_SM0N_35,UNUSED,,35,,,,,,,,,
G15,,,VCCO_35,,,35,,,,,any******,,,,
G16,,IOBM,IO_L2P_36,UNUSED,,36,,,,,,,,,
G17,,IOBS,IO_L11N_SRCC_36,UNUSED,,36,,,,,,,,,
G18,,IOBS,IO_L1N_36,UNUSED,,36,,,,,,,,,
G19,,IOBM,IO_L3P_36,UNUSED,,36,,,,,,,,,
G20,,,GND,,,,,,,,,,,,
G21,,IOBS,IO_L8N_SRCC_37,UNUSED,,37,,,,,,,,,
G22,,IOBM,IO_L2P_37,UNUSED,,37,,,,,,,,,
G23,,IOBM,IO_L0P_37,UNUSED,,37,,,,,,,,,
G24,,IOBS,IO_L0N_38,UNUSED,,38,,,,,,,,,
G25,,,VCCO_38,,,38,,,,,any******,,,,
G26,,IOBM,IO_L5P_38,UNUSED,,38,,,,,,,,,
G27,,IOBS,IO_L2N_28,UNUSED,,28,,,,,,,,,
G28,,IOBM,IO_L2P_28,UNUSED,,28,,,,,,,,,
G29,,IOBM,IO_L4P_28,UNUSED,,28,,,,,,,,,
G30,,,GND,,,,,,,,,,,,
G31,,IOBS,IO_L6N_27,UNUSED,,27,,,,,,,,,
G32,,IOBS,IO_L8N_SRCC_27,UNUSED,,27,,,,,,,,,
G33,,IOBM,IO_L8P_SRCC_27,UNUSED,,27,,,,,,,,,
G34,adc0data1_p_i<4>,IOB,IO_L9P_MRCC_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
G35,,,VCCO_26,,,26,,,,,2.50,,,,
G36,adc0data0_n_i<6>,IOB,IO_L0N_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
G37,adc0data2_p_i<5>,IOB,IO_L14P_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
G38,adc0data2_n_i<5>,IOB,IO_L14N_VREF_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
G39,adc0data1_n_i<5>,IOB,IO_L12N_VRP_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
G40,,,GND,,,,,,,,,,,,
G41,adc0data0_p_i<5>,IOB,IO_L18P_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
G42,adc0data0_n_i<5>,IOB,IO_L18N_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
H1,,,GND,,,,,,,,,,,,
H2,,,GND,,,,,,,,,,,,
H3,,OPAD,MGTTXP1_117,UNUSED,,,,,,,,,,,
H4,,OPAD,MGTTXN1_117,UNUSED,,,,,,,,,,,
H5,,,GND,,,,,,,,,,,,
H6,,,MGTAVTT_N,,,,,,,,,,,,
H7,,IPAD,MGTRXP0_117,UNUSED,,,,,,,,,,,
H8,,IPAD,MGTRXN0_117,UNUSED,,,,,,,,,,,
H9,,,GND,,,,,,,,,,,,
H10,,,GND,,,,,,,,,,,,
H11,,,GND,,,,,,,,,,,,
H12,,,VCCO_35,,,35,,,,,any******,,,,
H13,,IOBM,IO_L6P_SM3P_35,UNUSED,,35,,,,,,,,,
H14,,IOBM,IO_L4P_35,UNUSED,,35,,,,,,,,,
H15,,IOBM,IO_L2P_SM0P_35,UNUSED,,35,,,,,,,,,
H16,,IOBS,IO_L4N_VREF_36,UNUSED,,36,,,,,,,,,
H17,,,GND,,,,,,,,,,,,
H18,,IOBM,IO_L1P_36,UNUSED,,36,,,,,,,,,
H19,,IOBS,IO_L14N_VREF_37,UNUSED,,37,,,,,,,,,
H20,,IOBM,IO_L8P_SRCC_37,UNUSED,,37,,,,,,,,,
H21,,IOBM,IO_L6P_37,UNUSED,,37,,,,,,,,,
H22,,,VCCO_37,,,37,,,,,any******,,,,
H23,,IOBS,IO_L0N_37,UNUSED,,37,,,,,,,,,
H24,,IOBM,IO_L0P_38,UNUSED,,38,,,,,,,,,
H25,,IOBS,IO_L4N_VREF_38,UNUSED,,38,,,,,,,,,
H26,,IOBM,IO_L4P_38,UNUSED,,38,,,,,,,,,
H27,,,GND,,,,,,,,,,,,
H28,,IOBM,IO_L14P_28,UNUSED,,28,,,,,,,,,
H29,,IOBS,IO_L14N_VREF_28,UNUSED,,28,,,,,,,,,
H30,,IOBM,IO_L16P_27,UNUSED,,27,,,,,,,,,
H31,,IOBM,IO_L6P_27,UNUSED,,27,,,,,,,,,
H32,,,VCCO_27,,,27,,,,,any******,,,,
H33,,IOBM,IO_L12P_VRN_27,UNUSED,,27,,,,,,,,,
H34,adc0data1_n_i<4>,IOB,IO_L9N_MRCC_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
H35,adc0data0_n_i<4>,IOB,IO_L2N_26,,LVDS_25,26,,,,,,LOCATED,NO,DIFF_TERM,
H36,adc0data0_p_i<6>,IOB,IO_L0P_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
H37,,,GND,,,,,,,,,,,,
H38,adc0data3_n_i<4>,IOB,IO_L6N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
H39,adc0data3_p_i<4>,IOB,IO_L6P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
H40,adc0data2_p_i<4>,IOB,IO_L12P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
H41,adc0data2_n_i<4>,IOB,IO_L12N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
H42,,,VCCO_25,,,25,,,,,any******,,,,
J1,,OPAD,MGTTXP0_117,UNUSED,,,,,,,,,,,
J2,,OPAD,MGTTXN0_117,UNUSED,,,,,,,,,,,
J3,,,GND,,,,,,,,,,,,
J4,,,MGTAVTT_N,,,,,,,,,,,,
J5,,IPAD,MGTRXP3_116,UNUSED,,,,,,,,,,,
J6,,IPAD,MGTRXN3_116,UNUSED,,,,,,,,,,,
J7,,,GND,,,,,,,,,,,,
J8,,,MGTAVCC_N,,,,,,,,,,,,
J9,,,GND,,,,,,,,,,,,
J10,,,RDWR_B_0,,,,,,,,,,,,
J11,,IOBS,IO_L8N_SRCC_35,UNUSED,,35,,,,,,,,,
J12,,IOBM,IO_L8P_SRCC_35,UNUSED,,35,,,,,,,,,
J13,,IOBM,IO_L12P_SM5P_35,UNUSED,,35,,,,,,,,,
J14,,,GND,,,,,,,,,,,,
J15,,IOBM,IO_L14P_36,UNUSED,,36,,,,,,,,,
J16,,IOBM,IO_L4P_36,UNUSED,,36,,,,,,,,,
J17,,IOBS,IO_L6N_36,UNUSED,,36,,,,,,,,,
J18,,IOBS,IO_L0N_36,UNUSED,,36,,,,,,,,,
J19,,,VCCO_37,,,37,,,,,any******,,,,
J20,,IOBM,IO_L14P_37,UNUSED,,37,,,,,,,,,
J21,,IOBS,IO_L6N_37,UNUSED,,37,,,,,,,,,
J22,,IOBM,IO_L10P_MRCC_37,UNUSED,,37,,,,,,,,,
J23,,IOBM,IO_L8P_SRCC_38,UNUSED,,38,,,,,,,,,
J24,,,GND,,,,,,,,,,,,
J25,,IOBS,IO_L6N_38,UNUSED,,38,,,,,,,,,
J26,,IOBS,IO_L0N_28,UNUSED,,28,,,,,,,,,
J27,,IOBM,IO_L0P_28,UNUSED,,28,,,,,,,,,
J28,,IOBM,IO_L16P_28,UNUSED,,28,,,,,,,,,
J29,,,VCCO_27,,,27,,,,,any******,,,,
J30,,IOBS,IO_L16N_27,UNUSED,,27,,,,,,,,,
J31,,IOBS,IO_L14N_VREF_27,UNUSED,,27,,,,,,,,,
J32,,IOBM,IO_L14P_27,UNUSED,,27,,,,,,,,,
J33,,IOBS,IO_L12N_VRP_27,UNUSED,,27,,,,,,,,,
J34,,,GND,,,,,,,,,,,,
J35,adc0data0_p_i<4>,IOB,IO_L2P_26,INPUT,LVDS_25,26,,,,NONE,,LOCATED,NO,DIFF_TERM,
J36,adc0data3_n_i<1>,IOB,IO_L4N_VREF_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
J37,adc0data3_p_i<1>,IOB,IO_L4P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
J38,adc0data3_n_i<3>,IOB,IO_L8N_SRCC_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
J39,,,VCCO_25,,,25,,,,,any******,,,,
J40,adc0data3_p_i<2>,IOB,IO_L14P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
J41,adc0data3_n_i<2>,IOB,IO_L14N_VREF_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
J42,,IOBM,IO_L18P_GC_25,UNUSED,,25,,,,,,,,,
K1,,,GND,,,,,,,,,,,,
K2,,,GND,,,,,,,,,,,,
K3,,OPAD,MGTTXP3_116,UNUSED,,,,,,,,,,,
K4,,OPAD,MGTTXN3_116,UNUSED,,,,,,,,,,,
K5,,,GND,,,,,,,,,,,,
K6,,,GND,,,,,,,,,,,,
K7,,IPAD,MGTREFCLK1N_116,UNUSED,,,,,,,,,,,
K8,,IPAD,MGTREFCLK1P_116,UNUSED,,,,,,,,,,,
K9,,,GND,,,,,,,,,,,,
K10,,,CCLK_0,,,,,,,,,,,,
K11,,,GND,,,,,,,,,,,,
K12,,IOBM,IO_L16P_VRN_35,UNUSED,,35,,,,,,,,,
K13,,IOBS,IO_L12N_SM5N_35,UNUSED,,35,,,,,,,,,
K14,,IOBM,IO_L14P_35,UNUSED,,35,,,,,,,,,
K15,,IOBS,IO_L14N_VREF_36,UNUSED,,36,,,,,,,,,
K16,,,VCCO_36,,,36,,,,,any******,,,,
K17,,IOBM,IO_L6P_36,UNUSED,,36,,,,,,,,,
K18,,IOBM,IO_L0P_36,UNUSED,,36,,,,,,,,,
K19,,IOBM,IO_L18P_37,UNUSED,,37,,,,,,,,,
K20,,IOBM,IO_L16P_37,UNUSED,,37,,,,,,,,,
K21,,,GND,,,,,,,,,,,,
K22,,IOBS,IO_L10N_MRCC_37,UNUSED,,37,,,,,,,,,
K23,,IOBS,IO_L8N_SRCC_38,UNUSED,,38,,,,,,,,,
K24,,IOBS,IO_L12N_VRP_38,UNUSED,,38,,,,,,,,,
K25,,IOBM,IO_L6P_38,UNUSED,,38,,,,,,,,,
K26,,,VCCO_28,,,28,,,,,any******,,,,
K27,,IOBS,IO_L18N_28,UNUSED,,28,,,,,,,,,
K28,,IOBS,IO_L16N_28,UNUSED,,28,,,,,,,,,
K29,,IOBM,IO_L18P_27,UNUSED,,27,,,,,,,,,
K30,,IOBS,IO_L18N_27,UNUSED,,27,,,,,,,,,
K31,,,GND,,,,,,,,,,,,
K32,adc0data2_n_i<2>,IOB,IO_L0N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
K33,adc0data2_p_i<2>,IOB,IO_L0P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
K34,adc0data0_n_i<3>,IOB,IO_L2N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
K35,adc0data0_p_i<3>,IOB,IO_L2P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
K36,,,VCCO_25,,,25,,,,,any******,,,,
K37,adc0data1_p_i<3>,IOB,IO_L11P_SRCC_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
K38,adc0data3_p_i<3>,IOB,IO_L8P_SRCC_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
K39,adc0data2_p_i<3>,IOB,IO_L16P_VRN_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
K40,adc0data2_n_i<3>,IOB,IO_L16N_VRP_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
K41,,,GND,,,,,,,,,,,,
K42,,IOBS,IO_L18N_GC_25,UNUSED,,25,,,,,,,,,
L1,,OPAD,MGTTXP2_116,UNUSED,,,,,,,,,,,
L2,,OPAD,MGTTXN2_116,UNUSED,,,,,,,,,,,
L3,,,GND,,,,,,,,,,,,
L4,,,MGTAVTT_N,,,,,,,,,,,,
L5,,IPAD,MGTRXP2_116,UNUSED,,,,,,,,,,,
L6,,IPAD,MGTRXN2_116,UNUSED,,,,,,,,,,,
L7,,,GND,,,,,,,,,,,,
L8,,,MGTAVCC_N,,,,,,,,,,,,
L9,,,GND,,,,,,,,,,,,
L10,,,DIN_0,,,,,,,,,,,,
L11,,IOBS,IO_L16N_VRP_35,UNUSED,,35,,,,,,,,,
L12,,IOBM,IO_L18P_GC_35,UNUSED,,35,,,,,,,,,
L13,,,VCCO_35,,,35,,,,,any******,,,,
L14,,IOBS,IO_L14N_VREF_35,UNUSED,,35,,,,,,,,,
L15,,IOBS,IO_L16N_36,UNUSED,,36,,,,,,,,,
L16,,IOBM,IO_L16P_36,UNUSED,,36,,,,,,,,,
L17,,IOBM,IO_L12P_VRN_36,UNUSED,,36,,,,,,,,,
L18,,,GND,,,,,,,,,,,,
L19,,IOBS,IO_L18N_37,UNUSED,,37,,,,,,,,,
L20,,IOBS,IO_L16N_37,UNUSED,,37,,,,,,,,,
L21,,IOBS,IO_L9N_MRCC_37,UNUSED,,37,,,,,,,,,
L22,,IOBM,IO_L9P_MRCC_37,UNUSED,,37,,,,,,,,,
L23,,,VCCO_38,,,38,,,,,any******,,,,
L24,,IOBM,IO_L12P_VRN_38,UNUSED,,38,,,,,,,,,
L25,,IOBS,IO_L9N_MRCC_28,UNUSED,,28,,,,,,,,,
L26,,IOBM,IO_L9P_MRCC_28,UNUSED,,28,,,,,,,,,
L27,,IOBM,IO_L18P_28,UNUSED,,28,,,,,,,,,
L28,,,GND,,,,,,,,,,,,
L29,,IOBM,IO_L9P_MRCC_27,UNUSED,,27,,,,,,,,,
L30,,IOBS,IO_L9N_MRCC_27,UNUSED,,27,,,,,,,,,
L31,adc0data3_p_i<0>,IOB,IO_L3P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
L32,adc0data3_n_i<0>,IOB,IO_L3N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
L33,,,VCCO_25,,,25,,,,,any******,,,,
L34,adc0data2_p_i<1>,IOB,IO_L13P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
L35,adc0data0_p_i<2>,IOB,IO_L7P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
L36,adc0data0_n_i<2>,IOB,IO_L7N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
L37,adc0data1_n_i<3>,IOB,IO_L11N_SRCC_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
L38,,,GND,,,,,,,,,,,,
L39,,IOBM,IO_L1P_17,UNUSED,,17,,,,,,,,,
L40,epb_rdy,IOB,IO_L1N_17,OUTPUT,LVCMOS25*,17,12,SLOW,,,,LOCATED,NO,NONE,
L41,,IOBM,IO_L3P_17,UNUSED,,17,,,,,,,,,
L42,,IOBS,IO_L3N_17,UNUSED,,17,,,,,,,,,
M1,,,GND,,,,,,,,,,,,
M2,,,GND,,,,,,,,,,,,
M3,,OPAD,MGTTXP1_116,UNUSED,,,,,,,,,,,
M4,,OPAD,MGTTXN1_116,UNUSED,,,,,,,,,,,
M5,,,GND,,,,,,,,,,,,
M6,,,GND,,,,,,,,,,,,
M7,,IPAD,MGTREFCLK0N_116,UNUSED,,,,,,,,,,,
M8,,IPAD,MGTREFCLK0P_116,UNUSED,,,,,,,,,,,
M9,,,GND,,,,,,,,,,,,
M10,,,VCCO_0,,,0,,,,,any******,,,,
M11,,,PROGRAM_B_0,,,,,,,,,,,,
M12,,IOBS,IO_L18N_GC_35,UNUSED,,35,,,,,,,,,
M13,,IOBM,IO_L10P_MRCC_35,UNUSED,,35,,,,,,,,,
M14,,IOBM,IO_L9P_MRCC_35,UNUSED,,35,,,,,,,,,
M15,,,GND,,,,,,,,,,,,
M16,,IOBM,IO_L18P_36,UNUSED,,36,,,,,,,,,
M17,,IOBS,IO_L12N_VRP_36,UNUSED,,36,,,,,,,,,
M18,,IOBM,IO_L8P_SRCC_36,UNUSED,,36,,,,,,,,,
M19,,IOBM,IO_L9P_MRCC_38,UNUSED,,38,,,,,,,,,
M20,,,VCCO_38,,,38,,,,,any******,,,,
M21,,IOBS,IO_L10N_MRCC_38,UNUSED,,38,,,,,,,,,
M22,,IOBM,IO_L14P_38,UNUSED,,38,,,,,,,,,
M23,,IOBS,IO_L14N_VREF_38,UNUSED,,38,,,,,,,,,
M24,,IOBS,IO_L16N_38,UNUSED,,38,,,,,,,,,
M25,,,GND,,,,,,,,,,,,
M26,,IOBM,IO_L19P_28,UNUSED,,28,,,,,,,,,
M27,,IOBS,IO_L19N_28,UNUSED,,28,,,,,,,,,
M28,,IOBM,IO_L10P_MRCC_27,UNUSED,,27,,,,,,,,,
M29,,IOBS,IO_L10N_MRCC_27,UNUSED,,27,,,,,,,,,
M30,,,VCCO_25,,,25,,,,,any******,,,,
M31,,IOBM,IO_L17P_25,UNUSED,,25,,,,,,,,,
M32,adc0data0_n_i<1>,IOB,IO_L15N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
M33,adc0data0_p_i<1>,IOB,IO_L15P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
M34,adc0data2_n_i<1>,IOB,IO_L13N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
M35,,,GND,,,,,,,,,,,,
M36,adc0data1_p_i<1>,IOB,IO_L0P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
M37,adc0data1_n_i<1>,IOB,IO_L0N_17,,LVDS_25,17,,,,,,LOCATED,NO,DIFF_TERM,
M38,,IOBM,IO_L2P_17,UNUSED,,17,,,,,,,,,
M39,,IOBS,IO_L2N_17,UNUSED,,17,,,,,,,,,
M40,,,VCCO_17,,,17,,,,,2.50,,,,
M41,,IOBM,IO_L7P_17,UNUSED,,17,,,,,,,,,
M42,,IOBS,IO_L7N_17,UNUSED,,17,,,,,,,,,
N1,,OPAD,MGTTXP0_116,UNUSED,,,,,,,,,,,
N2,,OPAD,MGTTXN0_116,UNUSED,,,,,,,,,,,
N3,,,GND,,,,,,,,,,,,
N4,,,MGTAVTT_N,,,,,,,,,,,,
N5,,IPAD,MGTRXP1_116,UNUSED,,,,,,,,,,,
N6,,IPAD,MGTRXN1_116,UNUSED,,,,,,,,,,,
N7,,,GND,,,,,,,,,,,,
N8,,,MGTAVCC_N,,,,,,,,,,,,
N9,,,GND,,,,,,,,,,,,
N10,,,DONE_0,,,,,,,,,,,,
N11,,,INIT_B_0,,,,,,,,,,,,
N12,,,GND,,,,,,,,,,,,
N13,,IOBS,IO_L10N_MRCC_35,UNUSED,,35,,,,,,,,,
N14,,IOBS,IO_L9N_MRCC_35,UNUSED,,35,,,,,,,,,
N15,,IOBS,IO_L18N_36,UNUSED,,36,,,,,,,,,
N16,,IOBM,IO_L10P_MRCC_36,UNUSED,,36,,,,,,,,,
N17,,,VCCO_36,,,36,,,,,any******,,,,
N18,,IOBS,IO_L8N_SRCC_36,UNUSED,,36,,,,,,,,,
N19,,IOBS,IO_L9N_MRCC_38,UNUSED,,38,,,,,,,,,
N20,,IOBS,IO_L19N_38,UNUSED,,38,,,,,,,,,
N21,,IOBM,IO_L10P_MRCC_38,UNUSED,,38,,,,,,,,,
N22,,,GND,,,,,,,,,,,,
N23,,IOBM,IO_L16P_38,UNUSED,,38,,,,,,,,,
N24,,IOBM,IO_L10P_MRCC_28,UNUSED,,28,,,,,,,,,
N25,,IOBS,IO_L10N_MRCC_28,UNUSED,,28,,,,,,,,,
N26,,IOBS,IO_L12N_VRP_28,UNUSED,,28,,,,,,,,,
N27,,,VCCO_28,,,28,,,,,any******,,,,
N28,adc0data2_p_i<0>,IOB,IO_L1P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
N29,adc0data1_p_i<2>,IOB,IO_L5P_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
N30,adc0data1_n_i<2>,IOB,IO_L5N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
N31,,IOBS,IO_L17N_25,UNUSED,,25,,,,,,,,,
N32,,,GND,,,,,,,,,,,,
N33,epb_data<17>,IOB,IO_L5P_D9_24,BIDIR,LVCMOS25*,24,12,SLOW,,NONE,,LOCATED,YES,NONE,
N34,,IOBS,IO_L4N_VREF_17,UNUSED,,17,,,,,,,,,
N35,epb_cs_n,IOB,IO_L4P_17,INPUT,LVCMOS25*,17,,,,NONE,,LOCATED,YES,NONE,
N36,,IOBM,IO_L6P_17,UNUSED,,17,,,,,,,,,
N37,,,VCCO_17,,,17,,,,,2.50,,,,
N38,,IOBM,IO_L5P_17,UNUSED,,17,,,,,,,,,
N39,,IOBS,IO_L5N_17,UNUSED,,17,,,,,,,,,
N40,,IOBM,IO_L11P_SRCC_17,UNUSED,,17,,,,,,,,,
N41,,IOBS,IO_L11N_SRCC_17,UNUSED,,17,,,,,,,,,
N42,,,GND,,,,,,,,,,,,
P1,,,GND,,,,,,,,,,,,
P2,,,GND,,,,,,,,,,,,
P3,,OPAD,MGTTXP3_115,UNUSED,,,,,,,,,,,
P4,,OPAD,MGTTXN3_115,UNUSED,,,,,,,,,,,
P5,,,GND,,,,,,,,,,,,
P6,,,MGTAVTT_N,,,,,,,,,,,,
P7,,IPAD,MGTRXP0_116,UNUSED,,,,,,,,,,,
P8,,IPAD,MGTRXN0_116,UNUSED,,,,,,,,,,,
P9,,,GND,,,,,,,,,,,,
P10,,,HSWAPEN_0,,,,,,,,,,,,
P11,,,GND,,,,,,,,,,,,
P12,,,GND,,,,,,,,,,,,
P13,,,VCCINT,,,,,,,,1.2,,,,
P14,,,VCCO_36,,,36,,,,,any******,,,,
P15,,,VCCINT,,,,,,,,1.2,,,,
P16,,IOBS,IO_L10N_MRCC_36,UNUSED,,36,,,,,,,,,
P17,,IOBS,IO_L9N_MRCC_36,UNUSED,,36,,,,,,,,,
P18,,IOBM,IO_L9P_MRCC_36,UNUSED,,36,,,,,,,,,
P19,,,GND,,,,,,,,,,,,
P20,,IOBM,IO_L19P_38,UNUSED,,38,,,,,,,,,
P21,,IOBM,IO_L18P_38,UNUSED,,38,,,,,,,,,
P22,,IOBS,IO_L18N_38,UNUSED,,38,,,,,,,,,
P23,,IOBS,IO_L6N_28,UNUSED,,28,,,,,,,,,
P24,,,VCCO_28,,,28,,,,,any******,,,,
P25,,IOBS,IO_L8N_SRCC_28,UNUSED,,28,,,,,,,,,
P26,,IOBM,IO_L12P_VRN_28,UNUSED,,28,,,,,,,,,
P27,adc0data0_p_i<0>,IOB,IO_L9P_MRCC_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
P28,adc0data2_n_i<0>,IOB,IO_L1N_25,,LVDS_25,25,,,,,,LOCATED,NO,DIFF_TERM,
P29,,,GND,,,,,,,,,,,,
P30,adc0clk_p,IOB,IO_L19P_GC_25,INPUT,LVDS_25,25,,,,NONE,,LOCATED,NO,DIFF_TERM,
